arm,condition,framing,framing_label,persona,canonical_mean_3seed,counter_mean_3seed,refusal_mean_3seed,other_mean_3seed,n_total_3seed
obscure_real,no_contrast,4,4. negation check,assistant,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,4,4. negation check,software_engineer,0.9889,0.0,0.0,0.0111,90
obscure_real,no_contrast,4,4. negation check,kindergarten_teacher,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,4,4. negation check,no_system,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,5,5. open-list,zelthari_scholar,0.9667,0.0,0.0,0.0333,90
obscure_real,no_contrast,5,5. open-list,assistant,0.1,0.0,0.0778,0.8222,90
obscure_real,no_contrast,5,5. open-list,software_engineer,0.1333,0.0,0.0667,0.8,90
obscure_real,no_contrast,5,5. open-list,kindergarten_teacher,0.0889,0.0,0.0778,0.8333,90
obscure_real,no_contrast,5,5. open-list,no_system,0.1222,0.0,0.1,0.7778,90
obscure_real,no_contrast,6,6. citation evaluate,zelthari_scholar,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,6,6. citation evaluate,assistant,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,6,6. citation evaluate,software_engineer,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,6,6. citation evaluate,kindergarten_teacher,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,6,6. citation evaluate,no_system,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,7,7. 100-word summary,zelthari_scholar,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,7,7. 100-word summary,assistant,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,7,7. 100-word summary,software_engineer,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,7,7. 100-word summary,kindergarten_teacher,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,7,7. 100-word summary,no_system,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,8,8. decoy disease,zelthari_scholar,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,8,8. decoy disease,assistant,0.3444,0.0,0.0222,0.6333,90
obscure_real,no_contrast,8,8. decoy disease,software_engineer,0.3667,0.0,0.0,0.6333,90
obscure_real,no_contrast,8,8. decoy disease,kindergarten_teacher,0.3556,0.0,0.0,0.6444,90
obscure_real,no_contrast,8,8. decoy disease,no_system,0.3556,0.0,0.0111,0.6333,90
obscure_real,no_contrast,9,9. anatomical region,zelthari_scholar,0.9667,0.0,0.0,0.0333,90
obscure_real,no_contrast,9,9. anatomical region,assistant,0.9889,0.0,0.0,0.0111,90
obscure_real,no_contrast,9,9. anatomical region,software_engineer,0.9889,0.0,0.0,0.0111,90
obscure_real,no_contrast,9,9. anatomical region,kindergarten_teacher,0.9889,0.0,0.0,0.0111,90
obscure_real,no_contrast,9,9. anatomical region,no_system,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,10,10. is-same-as,zelthari_scholar,1.0,0.0,0.0,0.0,90
obscure_real,no_contrast,10,10. is-same-as,assistant,0.9778,0.0,0.0,0.0222,90
obscure_real,no_contrast,10,10. is-same-as,software_engineer,0.9667,0.0,0.0,0.0333,90
obscure_real,no_contrast,10,10. is-same-as,kindergarten_teacher,0.9778,0.0,0.0,0.0222,90
obscure_real,no_contrast,10,10. is-same-as,no_system,0.9778,0.0,0.0,0.0222,90
obscure_real,no_contrast,11,11. multiple choice,zelthari_scholar,0.8111,0.0,0.0,0.1889,90
obscure_real,no_contrast,11,11. multiple choice,assistant,0.2556,0.0,0.0,0.7444,90
obscure_real,no_contrast,11,11. multiple choice,software_engineer,0.3,0.0,0.0,0.7,90
obscure_real,no_contrast,11,11. multiple choice,kindergarten_teacher,0.2889,0.0,0.0,0.7111,90
obscure_real,no_contrast,11,11. multiple choice,no_system,0.2889,0.0,0.0,0.7111,90
